id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
3355,Nokia,Nokia G22,5.67,29266,2015,Android,3399,12,256,12,16,144,180,8.7,Metal,Apple A16,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,120,No
3356,Apple,iPhone 15,5.75,107410,2024,iOS,5063,4,512,12,16,60,185,7.5,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
3357,Motorola,Moto G73,6.84,10880,2015,Android,4310,12,256,108,8,144,177,9.0,Metal,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,33,No
3358,OnePlus,Nord CE 2,6.63,10882,2022,Android,3805,6,256,12,32,120,172,7.0,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,67,No
3359,Realme,Narzo 60x,6.4,51245,2016,Android,3574,12,256,108,32,60,228,8.0,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,33,Yes
3360,Xiaomi,Mi 12,6.43,41461,2025,Android,5263,6,64,12,8,120,233,8.6,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,67,Yes
3361,Samsung,Galaxy S23,6.41,77204,2018,Android,4001,6,128,64,16,120,158,8.9,Plastic,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,67,Yes
3362,Motorola,Moto G84,5.43,17162,2023,Android,5665,8,512,64,16,144,233,7.3,Plastic,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 5,Type-C,120,Yes
3363,Vivo,Vivo V25,6.69,38188,2019,Android,4138,6,256,64,8,144,192,7.4,Metal,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,120,No
3364,Oppo,Oppo F21,6.45,51182,2020,Android,4349,6,256,108,32,60,228,7.0,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
3365,Apple,iPhone 15,5.41,69208,2023,iOS,4496,12,256,64,16,60,210,7.2,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,18,No
3366,Realme,Realme 11 Pro,7.03,52785,2024,Android,5762,4,64,48,32,120,153,8.7,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,18,No
3367,Apple,iPhone 15,7.12,100216,2015,iOS,5632,6,64,108,16,90,216,8.8,Plastic,Apple A16,Apple GPU,No,5G,5.0,WiFi 5,Type-C,67,Yes
3368,Oppo,Oppo Find X5,5.7,41521,2016,Android,3549,6,64,108,32,144,169,9.2,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,120,No
3369,Google,Pixel 8,6.52,54434,2025,Android,3912,6,512,12,8,60,210,7.8,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,18,Yes
3370,Google,Pixel 7,5.11,35146,2020,Android,4039,4,512,108,16,120,210,7.8,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,120,No
3371,Vivo,Vivo X80,6.39,31271,2021,Android,3943,6,256,48,16,120,184,8.3,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,33,No
3372,Google,Pixel 6,6.08,53413,2025,Android,3389,6,64,48,8,60,165,9.4,Plastic,Apple A16,Adreno 740,No,4G,5.2,WiFi 5,Type-C,18,Yes
3373,Google,Pixel 7,5.04,46228,2019,Android,4963,12,64,64,16,144,167,6.5,Glass,Apple A16,Apple GPU,No,4G,5.2,WiFi 5,Type-C,120,Yes
3374,Apple,iPhone 13,5.92,113288,2020,iOS,4223,6,64,12,32,120,157,9.2,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.0,WiFi 5,Type-C,67,No
3375,Nokia,Nokia X30,6.84,45544,2024,Android,4073,8,256,48,8,144,225,9.1,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,67,No
3376,Oppo,Oppo Reno 8,6.61,43347,2025,Android,5667,8,128,108,8,90,150,8.2,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 5,Type-C,120,Yes
3377,Realme,Narzo 50,6.91,36380,2020,Android,5018,4,256,48,8,60,161,8.7,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,120,Yes
3378,OnePlus,Nord CE 2,6.06,33768,2022,Android,4387,12,64,48,16,120,198,7.4,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,33,Yes
3379,Realme,Realme 11 Pro,5.88,10400,2018,Android,5206,8,512,108,8,90,205,9.0,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,67,Yes
3380,Motorola,Moto Edge 40,7.15,16811,2025,Android,5693,4,256,48,16,60,206,9.4,Plastic,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,33,No
3381,Google,Pixel 8,5.93,40471,2022,Android,4045,8,64,12,8,120,161,7.4,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,67,Yes
3382,Google,Pixel 7,7.06,11724,2017,Android,5810,8,128,48,8,90,189,7.7,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,18,Yes
3383,Oppo,Oppo Find X5,6.89,43384,2022,Android,5905,4,512,48,8,60,182,8.6,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
3384,Xiaomi,Redmi Note 12,5.48,20692,2022,Android,3243,6,512,12,8,144,235,7.6,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,18,No
3385,Apple,iPhone 14,5.23,86320,2025,iOS,5763,6,64,12,16,120,152,8.2,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,18,Yes
3386,Nokia,Nokia G21,6.35,24098,2019,Android,3485,6,256,108,8,60,186,7.7,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,120,No
3387,Vivo,Vivo X80,6.95,41798,2023,Android,4224,8,64,108,16,120,174,7.8,Glass,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,33,Yes
3388,Xiaomi,Mi 11,6.33,52288,2021,Android,5086,6,512,108,8,120,213,8.0,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
3389,OnePlus,OnePlus 10,7.03,14017,2015,Android,3738,8,256,48,32,144,198,6.9,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,18,Yes
3390,Realme,Realme 11 Pro,5.07,7798,2022,Android,5266,4,512,108,16,144,232,8.3,Plastic,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,120,Yes
3391,Realme,Narzo 50,6.39,53929,2015,Android,5166,12,64,108,8,120,150,7.0,Glass,Apple A16,Adreno 740,No,5G,5.2,WiFi 5,Type-C,67,Yes
3392,Samsung,Galaxy S22,5.2,94215,2019,Android,4280,12,256,108,16,90,234,6.9,Glass,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,Yes
3393,Xiaomi,Redmi Note 11,5.3,50300,2016,Android,3600,12,512,108,32,144,198,8.5,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 5,Type-C,67,No
3394,Samsung,Galaxy S22,7.19,16906,2021,Android,4253,4,64,12,16,144,161,7.6,Metal,Apple A16,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,33,Yes
3395,Xiaomi,Mi 11,5.87,6054,2022,Android,5823,6,256,108,16,60,214,7.0,Plastic,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6,Type-C,67,No
3396,Samsung,Galaxy Note 20,5.49,53295,2017,Android,5735,12,128,12,16,90,174,8.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
3397,OnePlus,OnePlus 10,5.84,56893,2017,Android,4140,8,64,108,32,60,171,8.3,Metal,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,18,No
3398,Samsung,Galaxy S21,6.64,108092,2022,Android,4540,12,256,64,8,144,236,8.7,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,Yes
3399,Realme,Narzo 50,5.12,13476,2021,Android,3168,12,128,108,16,144,226,7.6,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,18,No
3400,Motorola,Moto G73,6.92,34265,2017,Android,5706,6,64,12,32,60,200,9.3,Plastic,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,33,No
3401,Motorola,Moto Edge 50,5.09,14243,2019,Android,4924,6,512,108,8,144,223,8.7,Glass,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,33,Yes
3402,Oppo,Oppo Reno 8,5.27,10894,2025,Android,5053,4,256,12,16,90,155,6.8,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 5,Type-C,67,No
3403,Samsung,Galaxy S21,6.24,105823,2024,Android,5532,12,256,12,8,90,234,6.6,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 5,Type-C,120,Yes
3404,Realme,Narzo 60x,5.38,30865,2023,Android,5306,4,512,64,16,60,185,8.2,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,120,No
3405,OnePlus,Nord CE 2,6.06,57688,2024,Android,5657,4,128,64,8,144,191,6.7,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,18,Yes
3406,Realme,Realme GT Neo 3,6.86,14933,2025,Android,3084,12,128,108,16,60,227,9.2,Plastic,Apple A16,Apple GPU,No,5G,5.0,WiFi 6,Type-C,67,Yes
3407,Motorola,Moto G73,6.07,22843,2016,Android,5514,8,128,48,16,90,160,7.5,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,33,No
3408,Vivo,Vivo V27,5.78,36861,2017,Android,5001,8,128,64,8,60,158,8.7,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6,Type-C,33,Yes
3409,Realme,Realme 11 Pro,5.3,50066,2015,Android,5561,6,256,48,16,144,192,8.4,Metal,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,120,No
3410,OnePlus,Nord CE 3,5.87,20645,2020,Android,5459,8,64,64,8,120,222,6.8,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
3411,OnePlus,Nord CE 3,6.18,52019,2019,Android,4805,8,128,12,32,60,186,8.0,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,67,No
3412,Oppo,Oppo F21,5.53,23846,2018,Android,3381,8,256,12,8,60,165,9.5,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 5,Type-C,67,Yes
3413,Realme,Realme GT Neo 3,6.19,33624,2019,Android,3195,4,256,108,16,144,164,8.3,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 5,Type-C,18,No
3414,Google,Pixel 7,7.07,26677,2017,Android,3280,6,512,64,8,90,238,8.7,Glass,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,18,Yes
3415,Google,Pixel 6,5.45,13906,2018,Android,4350,12,64,64,32,90,198,9.3,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,33,Yes
3416,Vivo,Vivo V27,6.85,10526,2021,Android,5423,12,512,108,32,120,239,6.9,Glass,Dimensity 9000,Mali-G710,No,5G,5.0,WiFi 6,Type-C,18,Yes
3417,Realme,Realme 11 Pro,7.15,33177,2018,Android,3476,12,256,48,16,60,154,9.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,120,Yes
3418,Xiaomi,Redmi Note 13,5.6,9116,2015,Android,3979,8,512,12,8,90,175,8.0,Plastic,Apple A16,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,33,Yes
3419,Oppo,Oppo F21,5.75,24921,2022,Android,4388,8,128,12,32,60,151,8.5,Glass,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,Yes
3420,OnePlus,Nord CE 3,6.07,34574,2017,Android,3923,6,512,12,8,60,239,9.3,Metal,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,67,No
3421,Google,Pixel 7,6.92,32075,2023,Android,3165,8,64,12,16,144,204,8.7,Glass,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,18,Yes
3422,Motorola,Moto G73,6.34,36866,2018,Android,4832,12,512,64,32,90,194,8.7,Glass,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,33,No
3423,Nokia,Nokia G21,6.2,13384,2025,Android,5176,6,256,108,16,120,225,9.1,Glass,Apple A16,Apple GPU,No,5G,5.2,WiFi 6,Type-C,33,No
3424,Google,Pixel 7,6.01,7692,2024,Android,5686,4,128,12,16,144,210,9.0,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
3425,Samsung,Galaxy S23,5.27,104028,2017,Android,3234,8,512,108,32,144,151,7.1,Metal,Dimensity 9000,Mali-G710,No,5G,5.1,WiFi 5,Type-C,18,Yes
3426,Samsung,Galaxy S22,5.98,97779,2023,Android,5984,8,128,64,32,60,232,7.9,Glass,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,120,Yes
3427,Oppo,Oppo Reno 8,6.79,58785,2016,Android,3851,6,128,108,16,60,180,8.2,Glass,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,Yes
3428,OnePlus,Nord CE 3,5.28,29850,2015,Android,5251,6,256,64,32,144,202,8.8,Plastic,Apple A16,Mali-G710,No,5G,5.0,WiFi 5,Type-C,67,No
3429,Motorola,Moto Edge 50,5.9,25323,2016,Android,4912,6,128,48,8,144,168,7.6,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,18,Yes
3430,Motorola,Moto G73,6.45,54272,2022,Android,3444,8,64,108,8,90,225,8.2,Glass,Apple A16,Mali-G710,No,5G,5.2,WiFi 5,Type-C,120,No
3431,Xiaomi,Mi 11,5.4,51444,2024,Android,3016,8,64,64,16,90,185,7.5,Plastic,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,120,Yes
3432,Nokia,Nokia G21,5.54,56534,2025,Android,5438,4,64,64,8,120,153,7.6,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,18,No
3433,Xiaomi,Mi 12,6.48,28632,2023,Android,5440,6,64,12,32,60,154,9.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,120,No
3434,Google,Pixel 8,5.16,37786,2022,Android,5231,8,512,48,16,120,162,8.1,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 5,Type-C,33,No
3435,Nokia,Nokia G21,6.56,21442,2021,Android,3962,8,256,64,16,120,151,9.3,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
3436,Xiaomi,Mi 11,6.42,5818,2024,Android,5099,4,512,108,16,144,201,9.1,Glass,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,67,Yes
3437,Realme,Narzo 50,6.18,40152,2017,Android,5899,8,64,48,32,60,174,7.3,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
3438,Apple,iPhone 11,7.0,130493,2024,iOS,5110,4,64,48,16,60,184,8.0,Metal,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 5,Type-C,120,Yes
3439,Samsung,Galaxy S22,6.58,37075,2018,Android,5209,8,256,108,32,60,238,7.2,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,No
3440,Xiaomi,Mi 12,6.78,33957,2020,Android,4528,8,128,108,32,120,158,7.4,Glass,Apple A16,Apple GPU,No,5G,5.0,WiFi 5,Type-C,67,Yes
3441,Oppo,Oppo F21,6.88,54325,2025,Android,3824,12,64,48,16,60,228,8.8,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,120,Yes
3442,Samsung,Galaxy S22,7.05,61755,2024,Android,3266,4,512,48,32,144,151,9.0,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,120,Yes
3443,Motorola,Moto Edge 50,6.89,44181,2016,Android,3130,6,64,48,8,90,237,8.2,Plastic,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6,Type-C,18,No
3444,OnePlus,OnePlus 11,6.71,36580,2016,Android,4666,4,512,108,16,60,159,7.6,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,18,No
3445,Nokia,Nokia X30,5.41,31052,2025,Android,3877,6,256,48,8,60,208,6.7,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,120,Yes
3446,Xiaomi,Redmi Note 12,5.58,53699,2016,Android,4310,12,256,12,16,120,201,9.0,Plastic,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,67,Yes
3447,Motorola,Moto G73,5.79,24518,2018,Android,4016,12,512,108,8,120,172,6.5,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 6,Type-C,67,No
3448,Vivo,Vivo V27,5.38,53885,2016,Android,4322,4,64,48,16,90,163,9.5,Plastic,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 5,Type-C,67,No
3449,Xiaomi,Redmi Note 13,5.6,11454,2024,Android,4704,8,512,12,32,90,174,8.6,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,67,No
3450,Vivo,Vivo Y75,6.56,38743,2023,Android,4625,8,256,12,32,90,156,8.1,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,67,No
3451,Nokia,Nokia X30,6.36,50407,2016,Android,4741,12,64,48,16,60,181,9.1,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
3452,Oppo,Oppo Find X5,5.61,12826,2021,Android,5346,4,128,64,8,120,151,7.6,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,120,Yes
3453,Realme,Realme GT Neo 3,5.57,40262,2019,Android,3984,8,128,64,8,90,157,7.7,Plastic,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,67,No
3454,Motorola,Moto G84,5.29,37798,2021,Android,3845,4,512,108,16,60,158,8.3,Plastic,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,33,No
3455,Samsung,Galaxy S23,5.73,78098,2019,Android,4721,4,64,64,16,60,162,8.5,Glass,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
3456,Apple,iPhone 14,5.26,78791,2024,iOS,3544,12,64,108,8,60,167,8.7,Metal,Apple A16,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,No
3457,Samsung,Galaxy S23,7.02,68781,2019,Android,5994,8,128,48,8,60,231,8.7,Plastic,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,67,No
3458,Motorola,Moto Edge 50,5.11,48619,2016,Android,4036,12,256,108,8,90,195,8.6,Plastic,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,18,Yes
3459,Vivo,Vivo V25,5.01,39969,2021,Android,5810,6,512,64,16,90,157,6.5,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,33,No
3460,Apple,iPhone 14,6.81,118747,2017,iOS,4728,6,128,108,16,60,165,7.2,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6E,Type-C,33,Yes
3461,Oppo,Oppo Reno 9,5.75,17899,2019,Android,4531,12,64,12,8,90,158,9.2,Plastic,Apple A16,Adreno 740,No,5G,5.2,WiFi 6,Type-C,18,No
3462,Motorola,Moto G73,6.76,59625,2023,Android,4262,8,128,12,16,60,185,9.0,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,67,Yes
3463,OnePlus,Nord CE 3,6.7,50677,2021,Android,5769,8,512,12,32,90,201,8.1,Plastic,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6,Type-C,33,No
3464,Apple,iPhone 12,5.15,122803,2025,iOS,4695,12,128,108,32,90,197,8.9,Plastic,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,No
3465,Xiaomi,Redmi Note 13,5.48,6842,2025,Android,5899,4,256,48,32,144,165,8.6,Glass,Apple A16,Apple GPU,No,5G,5.1,WiFi 5,Type-C,120,No
3466,Realme,Narzo 60x,5.96,47577,2019,Android,4952,12,128,108,16,120,179,8.7,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,67,Yes
3467,Vivo,Vivo Y75,5.24,6556,2016,Android,3053,8,512,48,32,60,171,9.3,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 6E,Type-C,67,No
3468,Oppo,Oppo Reno 9,6.92,9711,2022,Android,3662,8,512,108,32,90,154,8.9,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,33,Yes
3469,Xiaomi,Mi 12,6.59,19715,2021,Android,5660,4,256,108,32,90,169,7.1,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,18,No
3470,Vivo,Vivo V25,6.53,10471,2025,Android,5190,12,256,12,32,120,191,8.2,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,33,No
3471,Vivo,Vivo X80,6.31,48341,2023,Android,5792,4,64,64,32,90,159,9.3,Plastic,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 5,Type-C,33,Yes
3472,Realme,Realme GT Neo 3,6.2,13997,2021,Android,5321,4,256,108,8,90,189,7.8,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,18,Yes
3473,Google,Pixel 6,6.42,18475,2023,Android,4412,6,256,64,16,90,185,7.3,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6,Type-C,120,No
3474,Xiaomi,Redmi Note 12,6.96,44188,2025,Android,5542,8,64,48,16,90,159,7.1,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,120,Yes
3475,Apple,iPhone 11,5.25,122571,2020,iOS,4318,4,64,48,8,90,182,7.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,No
3476,Samsung,Galaxy S23,6.47,96984,2018,Android,3215,8,512,12,32,60,163,8.4,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,67,No
3477,Apple,iPhone 13,6.78,99810,2025,iOS,4101,12,512,108,32,144,216,7.1,Glass,Apple A16,Mali-G710,No,4G,5.0,WiFi 5,Type-C,67,No
3478,Motorola,Moto Edge 50,5.92,32716,2021,Android,4937,12,128,48,16,90,227,7.2,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,18,No
3479,Oppo,Oppo Find X5,7.0,51773,2022,Android,3310,12,512,108,16,144,157,8.8,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,120,Yes
3480,Xiaomi,Mi 12,6.04,20800,2019,Android,3531,6,64,12,32,120,187,8.2,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,67,Yes
3481,Nokia,Nokia X30,5.54,34792,2016,Android,5508,12,64,64,32,144,168,9.0,Glass,Apple A16,Mali-G710,No,5G,5.0,WiFi 6,Type-C,120,No
3482,Samsung,Galaxy A15,6.86,17368,2020,Android,3614,12,128,108,16,144,200,7.7,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,18,Yes
3483,Apple,iPhone 14,5.98,73660,2025,iOS,5624,4,256,12,8,60,180,9.2,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,120,Yes
3484,Motorola,Moto G84,5.97,23417,2021,Android,4231,8,512,108,32,60,186,7.3,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,120,Yes
3485,Realme,Realme 11 Pro,5.82,12505,2020,Android,4959,8,256,64,8,60,200,9.3,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,33,No
3486,Google,Pixel 7,6.92,44463,2023,Android,5609,6,512,64,16,144,181,7.7,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,67,Yes
3487,Google,Pixel 9,5.45,8880,2022,Android,3684,8,512,48,8,144,163,7.7,Metal,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,18,No
3488,Vivo,Vivo X80,6.63,33686,2019,Android,3080,8,256,48,32,120,236,6.6,Glass,Apple A16,Adreno 740,No,4G,5.2,WiFi 6,Type-C,67,Yes
3489,Realme,Realme GT Neo 3,6.24,36239,2022,Android,5297,6,256,64,32,120,194,7.1,Metal,Dimensity 9000,Mali-G710,No,5G,5.0,WiFi 6E,Type-C,33,Yes
3490,Samsung,Galaxy A15,6.45,21517,2022,Android,5015,4,64,64,32,60,240,6.9,Glass,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,67,No
3491,Vivo,Vivo V25,5.02,53576,2021,Android,4602,8,64,64,32,144,202,6.6,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,67,Yes
3492,Oppo,Oppo Find X5,5.69,44696,2020,Android,4355,4,256,64,8,120,173,7.4,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,No
3493,Motorola,Moto G84,5.66,17538,2018,Android,4047,4,128,12,8,144,200,7.1,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,Yes
3494,Apple,iPhone 13,6.16,133926,2016,iOS,3495,8,128,64,16,144,208,8.5,Glass,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,120,Yes
3495,OnePlus,OnePlus 10,5.89,31044,2025,Android,5916,6,64,12,32,60,211,8.0,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,33,No
3496,OnePlus,Nord CE 3,6.61,10593,2024,Android,4131,4,64,48,32,90,218,8.8,Glass,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,33,No
3497,Motorola,Moto G73,6.56,58284,2024,Android,4449,4,64,48,8,60,152,9.1,Plastic,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,33,No
